,artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
2602,Casino Versus Japan,0.774,0.609,299040.0,-14.752,0.21899999999999997,-14.752,0.0532,41.0,1.0,41.0,1,1,2,"['ambient', 'deep idm', 'drill and bass', 'intelligent dance music']"
2603,Caspar Babypants,0.8740000000000001,0.6779999999999999,179347.0,-7.912999999999999,0.11199999999999999,-7.912999999999999,0.0427,43.0,2.0,43.0,2,1,2,"[""children's folk"", ""children's music""]"
2604,Casper Magico,0.2826,0.8166,353192.4,-4.1148,0.17348,-4.1148,0.14495999999999998,75.0,4.0,75.0,4,0,5,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
2605,Cass,0.24,0.581,234162.0,-5.672999999999999,0.114,-5.672999999999999,0.0487,65.0,10.0,65.0,10,0,2,"['contemporary country', 'country pop', 'pop emo', 'viral pop']"
2606,Cass County Boys,0.893625,0.583625,165754.75,-12.096625,0.2133125,-12.096625,0.0424875,10.375,10.0,10.375,10,1,8,['others']
2607,Cass Elliot,0.494285714,0.509285714,167146.7143,-11.59442857,0.24745714300000002,-11.59442857,0.059585714000000005,38.14285714,4.0,38.14285714,4,1,14,['others']
2608,Cass McCombs,0.39225,0.617,262294.25,-11.39825,0.150475,-11.39825,0.0304,54.75,9.0,54.75,9,1,8,"['anti-folk', 'art pop', 'baroque pop', 'chamber pop', 'freak folk', 'funk', 'indie folk', 'indie pop', 'indie rock', 'indie soul', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']"
2609,Cass Phang,0.662,0.605,235693.0,-11.427999999999999,0.115,-11.427999999999999,0.0437,40.0,10.0,40.0,10,1,2,"['c-pop', 'cantopop', 'classic cantopop']"
2610,Cassadee Pope,0.0484185,0.5405,217293.5,-3.76,0.139,-3.76,0.03765,65.0,11.0,65.0,11,1,4,"['contemporary country', 'country pop', 'pop emo', 'viral pop']"
2611,Cassandra,0.0601,0.797,515480.0,-9.192,0.0799,-9.192,0.0498,49.0,0.0,49.0,0,1,2,"['contemporary vocal jazz', 'vocal jazz']"
2612,Cassandra Wilson,0.8690000000000001,0.401,301200.0,-21.553,0.217,-21.553,0.0347,52.0,10.0,52.0,10,1,2,"['contemporary vocal jazz', 'vocal jazz']"
2613,Cassie,0.12456363599999999,0.711,230079.0,-5.737181818,0.1965,-5.737181818,0.060190909,53.81818182,8.0,53.81818182,8,1,11,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
2614,Cassie Taylor,0.563,0.48700000000000004,247573.0,-9.266,0.3,-9.266,0.0269,40.0,0.0,40.0,0,1,2,['others']
2615,Cassius Clay,0.312,0.747,131267.0,-13.255,0.114,-13.255,0.0406,31.0,7.0,31.0,7,1,2,['others']
2616,Cast,0.313333333,0.541333333,210048.3333,-10.43833333,0.1214,-10.43833333,0.041233333,42.0,11.0,42.0,11,1,6,"['broadway', 'hollywood', 'show tunes']"
2617,Cast - Frozen,0.493,0.564,143700.0,-7.4195,0.09135,-7.4195,0.11335,61.0,2.0,61.0,2,1,4,['others']
2618,Cast - Mary Poppins,0.7190000000000001,0.366,522933.0,-12.321,0.389,-12.321,0.0549,58.0,8.0,58.0,8,1,2,['others']
2619,Cast - Sofia the First,0.383666667,0.556333333,101880.3333,-4.726333333,0.081933333,-4.726333333,0.079366667,54.66666667,7.0,54.66666667,7,1,3,['disney']
2620,Cast - Tarzan,0.16699999999999998,0.7509999999999999,135467.0,-8.19,0.38,-8.19,0.14400000000000002,61.0,6.0,61.0,6,1,2,['others']
2621,Cast - The Nightmare Before Christmas,0.718,0.5365,171560.0,-15.119000000000002,0.1681,-15.119000000000002,0.1265,40.5,10.0,40.5,10,1,2,['movie tunes']
2622,"Cast Of ""The Phantom Of The Opera"" Motion Picture",0.61,0.263,331533.0,-16.357,0.217,-16.357,0.0465,50.0,0.0,50.0,0,1,2,['others']
2623,Cast Of Camp Rock,0.00635,0.638,190933.0,-3.491,0.12,-3.491,0.11,53.0,8.0,53.0,8,0,2,['post-teen pop']
2624,Cast Of Mamma Mia The Movie,0.0152,0.701,275133.0,-4.776,0.14800000000000002,-4.776,0.0362,61.0,0.0,61.0,0,1,1,['hollywood']
2625,Cast Of Rent,0.581,0.44,183547.0,-5.42,0.0777,-5.42,0.0365,55.0,10.0,55.0,10,1,2,"['hollywood', 'show tunes']"
2626,Cast Of The Motion Picture Rent,0.37985142899999996,0.38757142899999997,189034.2857,-6.273714286000001,0.143185714,-6.273714286000001,0.061328571,45.57142857,6.0,45.57142857,6,1,14,"['hollywood', 'show tunes']"
2627,Catch 22,0.095576,0.5162,215002.8,-5.9934,0.24461999999999998,-5.9934,0.086,43.2,0.0,43.2,0,1,10,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
2628,Cate le Bon,0.00317,0.608,260573.0,-7.712000000000001,0.127,-7.712000000000001,0.0258,50.0,0.0,50.0,0,1,2,"['anti-folk', 'art pop', 'art rock', 'chamber psych', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'welsh indie']"
2629,Catfish and the Bottlemen,0.0003295,0.48125,222903.25,-4.56775,0.1785,-4.56775,0.0578,64.25,7.0,64.25,7,1,8,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']"
2630,Catherine Dunn,0.40399999999999997,0.54,197227.0,-6.386,0.124,-6.386,0.0268,50.0,5.0,50.0,5,1,2,['others']
2631,Catherine Feeny,0.835,0.456,154600.0,-10.293,0.389,-10.293,0.032,58.0,10.0,58.0,10,1,2,['acoustic pop']
2632,Catherine Howe,0.946,0.369,295267.0,-12.011,0.0784,-12.011,0.0316,34.0,5.0,34.0,5,1,2,['british folk']
2633,Catherine Mackintosh/Paul Goodwin/Timothy Brown/Susan Dent/Orchestra of the Age of Enlightenment,0.953,0.366,294590.0,-16.87975,0.23775,-16.87975,0.04405,33.25,4.0,33.25,4,1,4,['others']
2634,Catherine O'Hara,0.8735,0.506,145147.0,-15.805,0.35600000000000004,-15.805,0.07065,46.0,4.0,46.0,4,1,4,['others']
2635,Catherine Wheel,0.05151,0.3315,331967.0,-9.621,0.29600000000000004,-9.621,0.03945,38.0,7.0,38.0,7,1,4,"['alternative pop', 'alternative rock', 'dream pop', 'nu gaze', 'shoegaze']"
2636,Catherine Wyn-Rogers,0.956,0.311,269827.0,-14.630999999999998,0.0676,-14.630999999999998,0.0549,44.0,7.0,44.0,7,1,1,"['classical mezzo-soprano', 'historically informed performance']"
2637,Cause & Effect,0.0183,0.648,283933.0,-11.729000000000001,0.34299999999999997,-11.729000000000001,0.0328,37.0,0.0,37.0,0,1,2,"['neo-synthpop', 'synthpop']"
2638,Cautious Clay,0.24966666699999998,0.708666667,181064.6667,-8.889,0.106,-8.889,0.0534,68.0,1.0,68.0,1,0,3,"['alternative r&b', 'electropop', 'indie r&b', 'nyc pop']"
2639,Cavetown,0.29136999999999996,0.607727273,246325.3636,-10.61490909,0.09448181800000001,-10.61490909,0.058981818,66.45454545,1.0,66.45454545,1,1,22,"['bedroom pop', 'indie pop']"
2640,Cayucas,0.38,0.7020000000000001,220733.0,-4.398,0.9590000000000001,-4.398,0.0667,60.0,0.0,60.0,0,1,2,['others']
2641,Cazuza,0.41363999999999995,0.5028,214760.0,-10.3288,0.37782,-10.3288,0.03734,55.2,11.0,55.2,11,1,10,"['brazilian rock', 'mpb', 'rock gaucho', 'rock nacional brasileiro']"
2642,Cazzu,0.4425,0.794,339748.5,-5.917000000000001,0.17315,-5.917000000000001,0.11900000000000001,74.25,8.0,74.25,8,1,4,"['argentine hip hop', 'latin', 'latin pop', 'rap latina', 'trap argentino', 'trap latino']"
2643,Ce'Cile,0.034,0.669,246364.0,-3.6439999999999997,0.14400000000000002,-3.6439999999999997,0.134,54.0,10.0,54.0,10,1,1,['others']
2644,CeCe Peniston,0.003204,0.742,281546.0,-11.23633333,0.209733333,-11.23633333,0.039133333,48.66666667,7.0,48.66666667,7,1,6,"['disco house', 'diva house', 'hip house', 'urban contemporary', 'vocal house']"
2645,CeCe Rogers,0.0325,0.7040000000000001,230133.0,-15.149000000000001,0.0415,-15.149000000000001,0.052000000000000005,51.0,9.0,51.0,9,0,2,['others']
2646,CeCe Winans,0.41696000000000005,0.5144,290495.6,-7.0042,0.28848,-7.0042,0.07,39.6,4.0,39.6,4,1,10,['gospel']
2647,Celia Cruz,0.623732394,0.6643309860000001,226737.5845,-8.928647887,0.18404436600000001,-8.928647887,0.06427535200000001,29.02816901,0.0,29.02816901,0,1,142,"['cha-cha-cha', 'cuban rumba', 'latin', 'latin jazz', 'mambo', 'salsa', 'tropical']"
2648,Celin Romero,0.985,0.478,233128.0,-30.142,0.121,-30.142,0.04,28.0,2.0,28.0,2,1,1,['others']
2649,Celio Gonzalez,0.583071429,0.618285714,165670.5714,-11.93835714,0.250157143,-11.93835714,0.052578571,26.35714286,10.0,26.35714286,10,1,28,"['bolero', 'bolero cubano', 'classic colombian pop']"
2650,Celldweller,0.00060224,0.4736,257717.2,-5.6796,0.3052,-5.6796,0.09228,50.8,10.0,50.8,10,1,5,"['alternative metal', 'future rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
2651,Cellophane Roses,0.9940000000000001,0.522,109545.0,-23.464000000000002,0.0891,-23.464000000000002,0.11199999999999999,65.0,9.0,65.0,9,1,2,['others']
2652,Celso Piña,0.075185714,0.7082857140000001,295022.7143,-7.953428571,0.214714286,-7.953428571,0.049814286,57.14285714,1.0,57.14285714,1,1,7,"['chicha', 'cumbia', 'latin alternative', 'mexican rock', 'rock en espanol']"
2653,Celtic Frost,2.2e-05,0.210666667,251451.0,-7.797833333,0.199616667,-7.797833333,0.060966667,35.16666667,11.0,35.16666667,11,1,12,"['black metal', 'black thrash', 'death metal', 'deathrash', 'doom metal', 'metal', 'old school thrash', 'swiss black metal', 'swiss metal']"
2654,Celtic Woman,0.872,0.28128571399999996,223533.2857,-11.77328571,0.143042857,-11.77328571,0.044285714000000004,49.42857143,9.0,49.42857143,9,1,14,"['celtic', 'operatic pop']"
2655,Cem Karaca,0.426,0.285,220373.0,-12.989,0.0675,-12.989,0.0437,33.0,9.0,33.0,9,0,2,"['anadolu rock', 'karadeniz halk muzigi', 'turkish folk', 'turkish jazz', 'turkish psych', 'turkish rock']"
2656,Cena Kaye,0.78,0.799,153360.0,-12.622,0.131,-12.622,0.0987,8.0,5.0,8.0,5,1,2,['others']
2657,Central Line,0.0205,0.887,474040.0,-8.276,0.0253,-8.276,0.0999,37.0,9.0,37.0,9,0,2,"['brit funk', 'post-disco']"
2658,Cerati-Melero,0.00168,0.539,360853.0,-14.415,0.237,-14.415,0.0332,55.0,9.0,55.0,9,1,2,"['argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']"
2659,Cereus Bright,0.0485,0.602,172867.0,-6.352,0.111,-6.352,0.0319,49.0,2.0,49.0,2,1,2,"['indiecoustica', 'knoxville indie', 'stomp and holler']"
2660,Cesar Camargo Mariano,0.12300000000000001,0.502,351160.0,-7.4510000000000005,0.0838,-7.4510000000000005,0.0511,32.0,0.0,32.0,0,1,2,"['bossa nova', 'brazilian jazz']"
2661,Cesare Andrea Bixio,0.930333333,0.209333333,195778.0,-11.94966667,0.225,-11.94966667,0.035333333,14.33333333,10.0,14.33333333,10,1,3,['others']
2662,Cesare Valletti,0.9490000000000001,0.5529999999999999,360720.0,-17.180999999999997,0.145,-17.180999999999997,0.127,1.0,10.0,1.0,10,1,1,"['classical tenor', 'italian tenor']"
2663,Cesária Evora,0.77875,0.61775,270966.75,-11.742,0.146575,-11.742,0.035875,53.5,4.0,53.5,4,1,8,"['afropop', 'cape verdean folk', 'morna', 'twoubadou', 'world']"
2664,Chad & Jeremy,0.5372727270000001,0.492636364,152244.8182,-12.57818182,0.24390909100000002,-12.57818182,0.0363,24.63636364,0.0,24.63636364,0,1,22,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']"
2665,Chad Bogus,0.0771,0.758,193316.0,-8.243,0.36700000000000005,-8.243,0.055999999999999994,55.0,11.0,55.0,11,0,2,['others']
2666,Chad Brock,0.01399,0.6829999999999999,216280.0,-6.7855,0.0814,-6.7855,0.0321,39.0,7.0,39.0,7,1,4,"['country', 'country road']"
2667,Chad Kroeger,0.103651429,0.48242857100000003,247146.5714,-5.278,0.16157142900000002,-5.278,0.053571429000000004,57.71428571,4.0,57.71428571,4,1,7,"['alternative metal', 'post-grunge']"
2668,Chad Lawson,0.99,0.18899999999999997,362354.0,-27.421,0.0957,-27.421,0.0414,53.0,9.0,53.0,9,0,2,"['compositional ambient', 'focus', 'neo-classical', 'new age piano']"
2669,Chad Stuart,0.889,0.508,126147.0,-15.741,0.0982,-15.741,0.086,37.0,9.0,37.0,9,0,1,['movie tunes']
2670,Chad Valley,0.000323,0.424,262213.0,-7.146,0.14800000000000002,-7.146,0.0299,46.0,9.0,46.0,9,1,2,"['chillwave', 'indietronica', 'oxford indie', 'shimmer pop']"
2671,Chadwick Stokes,0.501,0.55,253040.0,-7.017,0.345,-7.017,0.0581,53.0,0.0,53.0,0,1,1,['modern folk rock']
2672,Chagrin D'amour,0.145,0.7170000000000001,249280.0,-7.41,0.3,-7.41,0.0689,51.0,7.0,51.0,7,0,2,['classic french pop']
2673,Chaim Topol,0.8958,0.3895,292594.1,-16.5012,0.21145,-16.5012,0.12637,34.6,0.0,34.6,0,1,10,['vintage hollywood']
2674,Chairlift,0.01116,0.5385,224387.0,-6.5360000000000005,0.1125,-6.5360000000000005,0.05155,51.5,5.0,51.5,5,1,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dance pop', 'electropop', 'escape room', 'indie pop', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
2675,Chairman Hahn,0.006959999999999999,0.58,252307.0,-3.428,0.165,-3.428,0.0729,40.0,4.0,40.0,4,0,2,['others']
2676,Chaka Demus & Pliers,0.094651667,0.8575,245171.0,-9.874333333,0.248133333,-9.874333333,0.10985,49.08333333,11.0,49.08333333,11,0,12,"['funana', 'lovers rock']"
2677,Chaka Khan,0.351169811,0.635179245,263914.4057,-9.916867925,0.152293396,-9.916867925,0.058732075,38.53773585,4.0,38.53773585,4,1,106,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
2678,Chali 2na,0.030133332999999998,0.807,210684.3333,-5.521333332999999,0.18733333300000002,-5.521333332999999,0.126733333,46.33333333,0.0,46.33333333,0,1,3,['chicago rap']
2679,Chalino Sanchez,0.632928571,0.5503125,200411.5536,-7.268491071000001,0.140139286,-7.268491071000001,0.057435714000000006,43.74107143,10.0,43.74107143,10,1,112,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
2680,Chama Wijnen,0.993,0.313,176500.0,-29.599,0.106,-29.599,0.0388,66.0,9.0,66.0,9,1,2,['others']
2681,Chamaco Ramírez,0.6661875,0.58875,265333.8125,-11.1493125,0.16083125,-11.1493125,0.05646875,24.5625,7.0,24.5625,7,0,16,['others']
2682,Chamber Choir Of Europe,0.991,0.0623,415800.0,-27.893,0.0816,-27.893,0.0567,50.0,2.0,50.0,2,1,1,"['chamber choir', 'choral']"
2683,Champaign,0.589,0.758,226627.0,-11.477,0.146,-11.477,0.0417,38.0,10.0,38.0,10,1,2,['others']
2684,Champion Jack Dupree,0.9015200000000001,0.6382399999999999,188620.36,-12.00108,0.135404,-12.00108,0.055215999999999994,10.48,7.0,10.48,7,1,50,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']"
2685,Chandler Kinney,0.10895,0.7809999999999999,153818.0,-7.5089999999999995,0.1455,-7.5089999999999995,0.09785,64.5,7.0,64.5,7,1,2,['social media pop']
2686,Chang Li,0.8290000000000001,0.47,248693.0,-14.741,0.14,-14.741,0.0311,44.0,10.0,44.0,10,1,1,['korean pop']
2687,Change,0.179266667,0.8031666670000001,375858.1667,-10.01566667,0.159,-10.01566667,0.0998,32.16666667,11.0,32.16666667,11,1,12,"['disco', 'funk', 'jazz funk', 'minneapolis sound', 'post-disco', 'quiet storm']"
2688,Changing Faces,0.299,0.677,249888.6667,-6.210666667000001,0.1352,-6.210666667000001,0.0291,40.0,5.0,40.0,5,0,6,"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2689,Chantal Chamberland,0.868,0.6709999999999999,230547.0,-10.443,0.106,-10.443,0.0338,51.0,2.0,51.0,2,1,2,"['contemporary vocal jazz', 'vocal jazz']"
2690,Chantal Kreviazuk,0.48245,0.60425,254333.5,-7.50125,0.2325,-7.50125,0.033175,40.75,2.0,40.75,2,1,8,"['canadian pop', 'candy pop', 'ectofolk', 'lilith', 'new wave pop', 'piano rock', 'pop rock']"
2691,Chanté Moore,0.09098727300000001,0.624454545,325783.0909,-9.052818182000001,0.1262,-9.052818182000001,0.040981817999999996,36.90909091,1.0,36.90909091,1,1,11,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2692,Chaos Chaos,0.187,0.677,250713.0,-6.718999999999999,0.125,-6.718999999999999,0.0278,62.0,0.0,62.0,0,1,2,['la indie']
2693,Charlelie Couture,0.182,0.5529999999999999,228840.0,-16.333,0.114,-16.333,0.0303,48.0,5.0,48.0,5,1,2,"['chanson', 'french rock']"
2694,Charlene,0.843,0.473,234773.0,-12.51,0.0853,-12.51,0.0426,48.0,10.0,48.0,10,1,2,['neo-singer-songwriter']
2695,Charlene Choi,0.732,0.637,218027.0,-6.0729999999999995,0.127,-6.0729999999999995,0.0254,56.0,3.0,56.0,3,1,2,['cantopop']
2696,Charlene Soraia,0.82,0.597,197577.0,-9.217,0.111,-9.217,0.0334,60.0,9.0,60.0,9,1,2,['neo-singer-songwriter']
2697,Charles & Eddie,0.473,0.547,279600.0,-11.39,0.0369,-11.39,0.0567,50.0,11.0,50.0,11,0,2,['neo soul']
2698,Charles Adams Prince,0.973,0.57,153400.0,-14.026,0.425,-14.026,0.109,2.0,7.0,2.0,7,1,1,['others']
2699,Charles Aznavour,0.68279845,0.42208527100000004,187743.7519,-9.670806202,0.21554341100000002,-9.670806202,0.056089922,34.97674419,5.0,34.97674419,5,0,129,['chanson']
2700,Charles Bealick,0.987,0.413,193907.0,-12.857999999999999,0.0996,-12.857999999999999,0.0307,8.0,1.0,8.0,1,1,1,['others']
2701,Charles Bernstein,0.000421,0.172,212667.0,-10.423,0.111,-10.423,0.032,32.0,2.0,32.0,2,1,2,['horror synth']
2702,Charles Bolt,0.9940000000000001,0.22899999999999998,92745.0,-29.919,0.0943,-29.919,0.0449,61.0,6.0,61.0,6,1,2,"['background music', 'calming instrumental', 'focus', 'neo-classical']"
2703,Charles Bradley,0.26777,0.522333333,258069.6667,-7.424333333,0.078766667,-7.424333333,0.033466667,58.0,6.0,58.0,6,0,3,"['funk', 'soul']"
2704,Charles Gounod,0.89825,0.3050625,245775.9375,-18.694125,0.1499125,-18.694125,0.04650625,8.75,5.0,8.75,5,1,16,"['classical', 'french opera', 'late romantic era']"
2705,Charles Gray,0.602,0.381,184062.0,-19.31,0.0855,-19.31,0.0359,40.0,4.0,40.0,4,0,1,['others']
2706,Charles Hart,0.8805,0.41,319720.0,-20.22,0.185,-20.22,0.07315,34.0,3.0,34.0,3,1,2,['others']
2707,Charles Ives,0.892,0.265733333,270844.3333,-24.406,0.207666667,-24.406,0.048433332999999995,27.0,3.0,27.0,3,1,3,"['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era']"
2708,Charles Jenkins & Fellowship Chicago,0.484,0.602,349147.0,-6.109,0.373,-6.109,0.0556,48.0,1.0,48.0,1,0,2,"['contemporary gospel', 'gospel']"
2709,Charles Kaipo,0.754,0.8079999999999999,149933.0,-12.28,0.221,-12.28,0.0497,10.0,5.0,10.0,5,1,2,['hula']
2710,Charles Kelley,0.0435,0.578,253787.0,-4.47,0.767,-4.47,0.0342,56.0,5.0,56.0,5,1,2,['country pop']
2711,Charles Kimbrough,0.768333333,0.44299999999999995,179275.6667,-15.502,0.11383333300000001,-15.502,0.054833333,26.33333333,7.0,26.33333333,7,1,3,['others']
2712,Charles Lloyd,0.601333333,0.39866666700000003,362853.0,-14.56833333,0.12073333300000001,-14.56833333,0.0453,29.0,7.0,29.0,7,1,3,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone']"
2713,Charles Lloyd Quartet,0.102,0.45399999999999996,471813.0,-11.527000000000001,0.262,-11.527000000000001,0.0789,15.0,11.0,15.0,11,0,2,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone']"
2714,Charles Mingus,0.6917502729999999,0.440409836,393268.1066,-15.56231148,0.220114208,-15.56231148,0.063169399,16.63934426,5.0,16.63934426,5,1,366,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
2715,Charles Münch,0.909666667,0.243335238,521131.5333,-18.57948571,0.171718095,-18.57948571,0.039237142999999995,0.752380952,2.0,0.752380952,2,1,105,"['historic orchestral performance', 'orchestral performance']"
2716,Charles Wright & The Watts 103rd Street Rhythm Band,0.47628571399999997,0.6581428570000001,229898.8571,-10.91985714,0.200942857,-10.91985714,0.0803,37.42857143,8.0,37.42857143,8,1,14,"['classic soul', 'funk', 'soul', 'southern soul']"
2717,Charles Zimmerman,0.8185,0.4345,140233.0,-10.4365,0.33299999999999996,-10.4365,0.0467,21.5,10.0,21.5,10,1,2,['others']
2718,Charles-Valentin Alkan,0.804,0.306,282000.0,-30.428,0.114,-30.428,0.0568,33.0,8.0,33.0,8,1,1,['late romantic era']
2719,Charley Crockett,0.6579999999999999,0.57,164539.0,-6.539,0.13,-6.539,0.0337,54.0,11.0,54.0,11,0,2,"['alternative country', 'deep new americana', 'new americana', 'roots americana', 'roots rock']"
2720,Charley Patton,0.9825,0.4915,180641.5,-11.9195,0.237,-11.9195,0.0374,21.5,10.0,21.5,10,1,4,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']"
2721,Charley Pride,0.655347826,0.6046956520000001,155994.1739,-11.29704348,0.21208260899999998,-11.29704348,0.03306087,37.26086957,4.0,37.26086957,4,1,46,"['classic country pop', 'country', 'country rock', 'nashville sound']"
2722,Charli XCX,0.0938336,0.7348399999999999,181282.8,-3.85008,0.16253599999999999,-3.85008,0.063476,61.96,0.0,61.96,0,1,25,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop']"
2723,Charlie Adams,0.623,0.6729999999999999,125240.0,-5.81,0.0927,-5.81,0.0579,3.0,10.0,3.0,10,1,2,['others']
2724,Charlie Bannister,0.0161,0.534,216107.0,-5.229,0.10099999999999999,-5.229,0.036000000000000004,60.0,7.0,60.0,7,1,1,['others']
2725,Charlie Barnet,0.9790000000000001,0.35700000000000004,197160.0,-13.235,0.33799999999999997,-13.235,0.0378,7.0,5.0,7.0,5,1,2,"['big band', 'jazz saxophone', 'ragtime', 'stride', 'swing', 'vintage jazz']"
2726,Charlie Barnet & His Orchestra,0.813,0.620142857,191442.0,-10.74785714,0.22711428600000003,-10.74785714,0.057314286,3.571428571,6.0,3.571428571,6,1,7,"['big band', 'swing']"
2727,Charlie Burg,0.39899999999999997,0.539666667,242372.3333,-7.520666667,0.149333333,-7.520666667,0.038933333,59.0,5.0,59.0,5,1,3,"['ann arbor indie', 'bedroom soul', 'indie cafe pop', 'indie pop', 'indie r&b']"
